family,route,page_title,section_index,section_id,section_title,selected_option,asset_folder,asset_filename,asset_public_path,scene,alt,description
legal,/legal/accessibility/,Accessibility Statement,5,section-5-third-party-content-and-limitations,Third-party content and limitations,a,assets/images/sections/legal/accessibility/section-05-third-party-content-and-limitations,accessibility-statement-section-05-third-party-content-and-limitations-forests-waters-orla-taumanan-brazil-bg-primary.webp,/assets/images/sections/legal/accessibility/section-05-third-party-content-and-limitations/accessibility-statement-section-05-third-party-content-and-limitations-forests-waters-orla-taumanan-brazil-bg-primary.webp,the forests and waters of Orla Taumanan in Boa Vista,the forests and waters of Orla Taumanan in Boa Vista.,Background image of the forests and waters of Orla Taumanan in Boa Vista for Brazil immigration and relocation planning.
legal,/legal/accessibility/,Accessibility Statement,6,section-6-user-responsibilities-and-environment-considerations,User responsibilities and environment considerations,a,assets/images/sections/legal/accessibility/section-06-user-responsibilities-and-environment-considerations,accessibility-statement-section-06-user-responsibilities-and-environment-considerations-shores-lake-paranoa-brasilia-brazil-bg-primary.webp,/assets/images/sections/legal/accessibility/section-06-user-responsibilities-and-environment-considerations/accessibility-statement-section-06-user-responsibilities-and-environment-considerations-shores-lake-paranoa-brasilia-brazil-bg-primary.webp,the shores of Lake Paranoa in Brasilia,the shores of Lake Paranoa in Brasilia.,Background image of the shores of Lake Paranoa in Brasilia for Brazil immigration and relocation planning.
legal,/legal/accessibility/,Accessibility Statement,7,section-7-reporting-accessibility-issues,Reporting accessibility issues,a,assets/images/sections/legal/accessibility/section-07-reporting-accessibility-issues,accessibility-statement-section-07-reporting-accessibility-issues-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,/assets/images/sections/legal/accessibility/section-07-reporting-accessibility-issues/accessibility-statement-section-07-reporting-accessibility-issues-trails-cliffs-ibitipoca-minas-brazil-bg-primary.webp,the trails and cliffs of Ibitipoca,the trails and cliffs of Ibitipoca.,Background image of the trails and cliffs of Ibitipoca for Brazil immigration and relocation planning.
legal,/legal/accessibility/,Accessibility Statement,8,section-8-alternative-access-and-support,Alternative access and support,a,assets/images/sections/legal/accessibility/section-08-alternative-access-and-support,accessibility-statement-section-08-alternative-access-and-support-forests-waters-amazon-northern-brazil-bg-primary.webp,/assets/images/sections/legal/accessibility/section-08-alternative-access-and-support/accessibility-statement-section-08-alternative-access-and-support-forests-waters-amazon-northern-brazil-bg-primary.webp,the forests and waters of Amazon river basin,the forests and waters of Amazon river basin.,Background image of the forests and waters of Amazon river basin for Brazil immigration and relocation planning.
legal,/legal/accessibility/,Accessibility Statement,9,section-9-updates-to-this-statement,Updates to this statement,a,assets/images/sections/legal/accessibility/section-09-updates-to-this-statement,accessibility-statement-section-09-updates-to-this-statement-natural-negro-palace-manaus-brazil-bg-primary.webp,/assets/images/sections/legal/accessibility/section-09-updates-to-this-statement/accessibility-statement-section-09-updates-to-this-statement-natural-negro-palace-manaus-brazil-bg-primary.webp,the wide natural landscape of Rio Negro Palace in Manaus,the wide natural landscape of Rio Negro Palace in Manaus.,Background image of the wide natural landscape of Rio Negro Palace in Manaus for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,1,section-1-purpose-of-cookies-in-platform-operation,Purpose of cookies in platform operation,a,assets/images/sections/legal/cookies/section-01-purpose-of-cookies-in-platform-operation,cookies-policy-section-01-purpose-of-cookies-in-platform-operation-sunrise-negro-palace-manaus-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-01-purpose-of-cookies-in-platform-operation/cookies-policy-section-01-purpose-of-cookies-in-platform-operation-sunrise-negro-palace-manaus-brazil-bg-primary.webp,the sunrise landscape of Rio Negro Palace in Manaus,the sunrise landscape of Rio Negro Palace in Manaus.,Background image of the sunrise landscape of Rio Negro Palace in Manaus for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,2,section-2-categories-of-cookies-used,Categories of cookies used,a,assets/images/sections/legal/cookies/section-02-categories-of-cookies-used,cookies-policy-section-02-categories-of-cookies-used-shoreline-alter-chao-warm-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-02-categories-of-cookies-used/cookies-policy-section-02-categories-of-cookies-used-shoreline-alter-chao-warm-brazil-bg-primary.webp,the shoreline of Alter do Chao in warm evening light,the shoreline of Alter do Chao in warm evening light.,Background image of the shoreline of Alter do Chao in warm evening light for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,3,section-3-essential-cookies,Essential cookies,a,assets/images/sections/legal/cookies/section-03-essential-cookies,cookies-policy-section-03-essential-cookies-janeiro-skyline-sugarloaf-guanabara-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-03-essential-cookies/cookies-policy-section-03-essential-cookies-janeiro-skyline-sugarloaf-guanabara-brazil-bg-primary.webp,Rio de Janeiro,Rio de Janeiro.,Background image of Rio de Janeiro for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,4,section-4-analytical-cookies,Analytical cookies,a,assets/images/sections/legal/cookies/section-04-analytical-cookies,cookies-policy-section-04-analytical-cookies-sunrise-botanical-garden-curitiba-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-04-analytical-cookies/cookies-policy-section-04-analytical-cookies-sunrise-botanical-garden-curitiba-brazil-bg-primary.webp,the sunrise landscape of Botanical Garden of Curitiba,the sunrise landscape of Botanical Garden of Curitiba.,Background image of the sunrise landscape of Botanical Garden of Curitiba for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,5,section-5-optional-cookies-and-tracking-systems,Optional cookies and tracking systems,a,assets/images/sections/legal/cookies/section-05-optional-cookies-and-tracking-systems,cookies-policy-section-05-optional-cookies-and-tracking-systems-shoreline-bombinhas-peninsula-warm-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-05-optional-cookies-and-tracking-systems/cookies-policy-section-05-optional-cookies-and-tracking-systems-shoreline-bombinhas-peninsula-warm-brazil-bg-primary.webp,the shoreline of Bombinhas peninsula in warm evening light,the shoreline of Bombinhas peninsula in warm evening light.,Background image of the shoreline of Bombinhas peninsula in warm evening light for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,6,section-6-third-party-integrations,Third-party integrations,a,assets/images/sections/legal/cookies/section-06-third-party-integrations,cookies-policy-section-06-third-party-integrations-streets-aguas-emendadas-ecological-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-06-third-party-integrations/cookies-policy-section-06-third-party-integrations-streets-aguas-emendadas-ecological-brazil-bg-primary.webp,the architecture and streets of Aguas Emendadas ecological station,the architecture and streets of Aguas Emendadas ecological station.,Background image of the architecture and streets of Aguas Emendadas ecological station for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,7,section-7-user-control-mechanisms,User control mechanisms,a,assets/images/sections/legal/cookies/section-07-user-control-mechanisms,cookies-policy-section-07-user-control-mechanisms-town-campos-jordao-paulo-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-07-user-control-mechanisms/cookies-policy-section-07-user-control-mechanisms-town-campos-jordao-paulo-brazil-bg-primary.webp,the mountain town of Campos do Jordao,the mountain town of Campos do Jordao.,Background image of the mountain town of Campos do Jordao for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,8,section-8-relationship-with-the-privacy-policy,Relationship with the Privacy Policy,a,assets/images/sections/legal/cookies/section-08-relationship-with-the-privacy-policy,cookies-policy-section-08-relationship-with-the-privacy-policy-sunrise-delta-parnaiba-piaui-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-08-relationship-with-the-privacy-policy/cookies-policy-section-08-relationship-with-the-privacy-policy-sunrise-delta-parnaiba-piaui-brazil-bg-primary.webp,the sunrise landscape of Delta do Parnaiba,the sunrise landscape of Delta do Parnaiba.,Background image of the sunrise landscape of Delta do Parnaiba for Brazil immigration and relocation planning.
legal,/legal/cookies/,Cookies Policy,9,section-9-updates-and-version-control,Updates and version control,a,assets/images/sections/legal/cookies/section-09-updates-and-version-control,cookies-policy-section-09-updates-and-version-control-sunrise-chapada-diamantina-bahia-brazil-bg-primary.webp,/assets/images/sections/legal/cookies/section-09-updates-and-version-control/cookies-policy-section-09-updates-and-version-control-sunrise-chapada-diamantina-bahia-brazil-bg-primary.webp,the sunrise landscape of Chapada Diamantina,the sunrise landscape of Chapada Diamantina.,Background image of the sunrise landscape of Chapada Diamantina for Brazil immigration and relocation planning.
legal,/legal/disclaimer/,Disclaimer & Legal Notice,1,section-1-information-is-general-in-nature,Information is general in nature,a,assets/images/sections/legal/disclaimer/section-01-information-is-general-in-nature,disclaimer-legal-notice-section-01-information-is-general-in-nature-farol-barra-seafront-salvador-brazil-bg-primary.webp,/assets/images/sections/legal/disclaimer/section-01-information-is-general-in-nature/disclaimer-legal-notice-section-01-information-is-general-in-nature-farol-barra-seafront-salvador-brazil-bg-primary.webp,Farol da Barra and the seafront of Salvador,Farol da Barra and the seafront of Salvador.,Background image of Farol da Barra and the seafront of Salvador for Brazil immigration and relocation planning.
legal,/legal/disclaimer/,Disclaimer & Legal Notice,2,section-2-not-a-substitute-for-individualized-legal-advice,Not a substitute for individualized legal advice,a,assets/images/sections/legal/disclaimer/section-02-not-a-substitute-for-individualized-legal-advice,disclaimer-legal-notice-section-02-not-a-substitute-for-individualized-legal-advice-streets-cathedral-brasilia-modern-brazil-bg-primary.webp,/assets/images/sections/legal/disclaimer/section-02-not-a-substitute-for-individualized-legal-advice/disclaimer-legal-notice-section-02-not-a-substitute-for-individualized-legal-advice-streets-cathedral-brasilia-modern-brazil-bg-primary.webp,the architecture and streets of Cathedral of Brasilia,the architecture and streets of Cathedral of Brasilia.,Background image of the architecture and streets of Cathedral of Brasilia for Brazil immigration and relocation planning.
